fileFullPathName	isDirectory	isRegularFile	isSymbolicLink	isOther	creationTime	lastModifiedTime	lastAccessTime	size	owner	group	permission
/home/aine/wrksp	true	false	false	false	2020-09-15T21:59:49.107931Z	2020-09-15T21:59:50.955962Z	2020-09-15T21:59:49.107931Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/src	true	false	false	false	2020-09-13T13:20:57.175318Z	2020-09-15T20:38:41.713549Z	2020-09-13T13:20:57.175318Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/src/test	true	false	false	false	2020-09-13T13:20:57.175318Z	2020-09-15T20:39:03.006091Z	2020-09-13T13:20:57.175318Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/src/test/java	true	false	false	false	2020-09-13T13:20:57.175318Z	2020-09-15T20:39:03.006091Z	2020-09-13T13:20:57.175318Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/src/test/java/app	true	false	false	false	2020-09-13T13:20:57.175318Z	2020-09-15T20:39:03.006091Z	2020-09-13T13:20:57.175318Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/src/test/java/app/AppTest.java	false	true	false	false	2020-09-13T13:20:56.839Z	2020-09-15T21:45:33.85572Z	2020-09-13T13:20:56.839Z	275	aine	aine	rw-r--r--
/home/aine/wrksp/src/main	true	false	false	false	2020-09-13T13:20:57.175318Z	2020-09-15T20:38:41.713549Z	2020-09-13T13:20:57.175318Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/src/main/java	true	false	false	false	2020-09-13T13:20:57.175318Z	2020-09-15T20:38:41.713549Z	2020-09-13T13:20:57.175318Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/src/main/java/app	true	false	false	false	2020-09-15T21:55:22.577981Z	2020-09-15T21:55:24.014016Z	2020-09-15T21:55:22.577981Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/src/main/java/app/App.java	false	true	false	false	2020-09-15T21:55:22.561981Z	2020-09-15T21:55:23.245997Z	2020-09-15T21:55:22.561981Z	7096	aine	aine	rw-r--r--
/home/aine/wrksp/nnn.iml	false	true	false	false	2020-09-13T13:20:47.299066Z	2020-09-15T20:48:08.351812Z	2020-09-13T13:20:47.299066Z	80	aine	aine	rw-r--r--
/home/aine/wrksp/target	true	false	false	false	2020-09-15T21:59:50.611956Z	2020-09-15T21:59:50.955962Z	2020-09-15T21:59:50.611956Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/target/filedump-1-0-0-SNAPSHOT.jar	false	true	false	false	2020-09-15T21:59:50.395953Z	2020-09-15T21:59:50.591956Z	2020-09-15T21:59:50.395953Z	6236	aine	aine	rw-r--r--
/home/aine/wrksp/target/surefire-reports	true	false	false	false	2020-09-15T21:59:49.903945Z	2020-09-15T22:00:11.308305Z	2020-09-15T21:59:49.903945Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/target/surefire-reports/TEST-app.AppTest.xml	false	true	false	false	2020-09-15T21:59:49.911945Z	2020-09-15T22:02:13.386465Z	2020-09-15T21:59:49.911945Z	4551	aine	aine	rw-r--r--
/home/aine/wrksp/target/surefire-reports/app.AppTest.txt	false	true	false	false	2020-09-15T21:59:49.903945Z	2020-09-15T22:02:13.386465Z	2020-09-15T21:59:49.903945Z	271	aine	aine	rw-r--r--
/home/aine/wrksp/target/generated-test-sources	true	false	false	false	2020-09-15T21:59:49.507938Z	2020-09-15T21:59:49.531938Z	2020-09-15T21:59:49.507938Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/target/generated-test-sources/test-annotations	true	false	false	false	2020-09-15T21:59:49.507938Z	2020-09-15T21:59:49.531938Z	2020-09-15T21:59:49.507938Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/target/archive-tmp	true	false	false	false	2020-09-15T21:59:50.575956Z	2020-09-15T22:00:11.308305Z	2020-09-15T21:59:50.575956Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/target/generated-sources	true	false	false	false	2020-09-15T21:59:49.107931Z	2020-09-15T21:59:49.155932Z	2020-09-15T21:59:49.107931Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/target/generated-sources/annotations	true	false	false	false	2020-09-15T21:59:49.107931Z	2020-09-15T21:59:49.155932Z	2020-09-15T21:59:49.107931Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/target/filedump-1-0-0-SNAPSHOT-jar-with-dependencies.jar	false	true	false	false	2020-09-15T21:59:50.619957Z	2020-09-15T22:00:04.192185Z	2020-09-15T21:59:50.619957Z	6174	aine	aine	rw-r--r--
/home/aine/wrksp/target/maven-archiver	true	false	false	false	2020-09-15T21:59:50.375952Z	2020-09-15T22:00:11.308305Z	2020-09-15T21:59:50.375952Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/target/maven-archiver/pom.properties	false	true	false	false	2020-09-15T21:59:50.375952Z	2020-09-15T21:59:50.387953Z	2020-09-15T21:59:50.375952Z	86	aine	aine	rw-r--r--
/home/aine/wrksp/target/classes	true	false	false	false	2020-09-15T21:59:49.483938Z	2020-09-15T21:59:49.495938Z	2020-09-15T21:59:49.483938Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/target/classes/app	true	false	false	false	2020-09-15T21:59:49.487938Z	2020-09-15T21:59:49.495938Z	2020-09-15T21:59:49.487938Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/target/classes/app/App.class	false	true	false	false	2020-09-15T21:59:49.491938Z	2020-09-15T21:59:50.387953Z	2020-09-15T21:59:49.491938Z	6737	aine	aine	rw-r--r--
/home/aine/wrksp/target/classes/app/App$1.class	false	true	false	false	2020-09-15T21:59:49.483938Z	2020-09-15T21:59:50.387953Z	2020-09-15T21:59:49.483938Z	716	aine	aine	rw-r--r--
/home/aine/wrksp/target/test-classes	true	false	false	false	2020-09-15T21:59:49.547939Z	2020-09-15T21:59:49.551939Z	2020-09-15T21:59:49.547939Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/target/test-classes/app	true	false	false	false	2020-09-15T21:59:49.547939Z	2020-09-15T21:59:49.551939Z	2020-09-15T21:59:49.547939Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/target/test-classes/app/AppTest.class	false	true	false	false	2020-09-15T21:59:49.547939Z	2020-09-15T21:59:49.851944Z	2020-09-15T21:59:49.547939Z	453	aine	aine	rw-r--r--
/home/aine/wrksp/target/maven-status	true	false	false	false	2020-09-15T21:59:49.107931Z	2020-09-15T22:00:11.308305Z	2020-09-15T21:59:49.107931Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/target/maven-status/maven-compiler-plugin	true	false	false	false	2020-09-15T21:59:49.503938Z	2020-09-15T22:00:11.308305Z	2020-09-15T21:59:49.503938Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/target/maven-status/maven-compiler-plugin/testCompile	true	false	false	false	2020-09-15T21:59:49.503938Z	2020-09-15T21:59:49.531938Z	2020-09-15T21:59:49.503938Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/target/maven-status/maven-compiler-plugin/testCompile/default-testCompile	true	false	false	false	2020-09-15T21:59:49.551939Z	2020-09-15T22:00:11.308305Z	2020-09-15T21:59:49.551939Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/target/maven-status/maven-compiler-plugin/testCompile/default-testCompile/createdFiles.lst	false	true	false	false	2020-09-15T21:59:49.551939Z	2020-09-15T22:02:13.386465Z	2020-09-15T21:59:49.551939Z	18	aine	aine	rw-r--r--
/home/aine/wrksp/target/maven-status/maven-compiler-plugin/testCompile/default-testCompile/inputFiles.lst	false	true	false	false	2020-09-15T21:59:49.551939Z	2020-09-15T22:02:13.386465Z	2020-09-15T21:59:49.551939Z	48	aine	aine	rw-r--r--
/home/aine/wrksp/target/maven-status/maven-compiler-plugin/compile	true	false	false	false	2020-09-15T21:59:49.107931Z	2020-09-15T22:00:11.308305Z	2020-09-15T21:59:49.107931Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/target/maven-status/maven-compiler-plugin/compile/default-compile	true	false	false	false	2020-09-15T21:59:49.495938Z	2020-09-15T22:00:11.308305Z	2020-09-15T21:59:49.495938Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/target/maven-status/maven-compiler-plugin/compile/default-compile/createdFiles.lst	false	true	false	false	2020-09-15T21:59:49.495938Z	2020-09-15T22:02:13.386465Z	2020-09-15T21:59:49.495938Z	30	aine	aine	rw-r--r--
/home/aine/wrksp/target/maven-status/maven-compiler-plugin/compile/default-compile/inputFiles.lst	false	true	false	false	2020-09-15T21:59:49.495938Z	2020-09-15T22:02:13.386465Z	2020-09-15T21:59:49.495938Z	44	aine	aine	rw-r--r--
/home/aine/wrksp/.idea	true	false	false	false	2020-09-15T22:00:24.792535Z	2020-09-15T22:00:26.492565Z	2020-09-15T22:00:24.792535Z	4096	aine	aine	rwxr-xr-x
/home/aine/wrksp/.idea/workspace.xml	false	true	false	false	2020-09-15T22:00:24.788535Z	2020-09-15T22:02:13.382465Z	2020-09-15T22:00:24.788535Z	3653	aine	aine	rw-r--r--
/home/aine/wrksp/.idea/compiler.xml	false	true	false	false	2020-09-13T13:20:47.319066Z	2020-09-15T20:48:08.323811Z	2020-09-13T13:20:47.319066Z	524	aine	aine	rw-r--r--
/home/aine/wrksp/.idea/.gitignore	false	true	false	false	2020-09-13T13:20:06.190014Z	2020-09-15T22:02:13.382465Z	2020-09-13T13:20:06.190014Z	47	aine	aine	rw-r--r--
/home/aine/wrksp/.idea/encodings.xml	false	true	false	false	2020-09-13T13:23:33.179283Z	2020-09-15T20:48:08.331811Z	2020-09-13T13:23:33.179283Z	186	aine	aine	rw-r--r--
/home/aine/wrksp/.idea/jarRepositories.xml	false	true	false	false	2020-09-13T13:20:47.335067Z	2020-09-15T20:48:08.331811Z	2020-09-13T13:20:47.335067Z	845	aine	aine	rw-r--r--
/home/aine/wrksp/.idea/.name	false	true	false	false	2020-09-13T13:20:01.569896Z	2020-09-15T20:48:07.835799Z	2020-09-13T13:20:01.569896Z	3	aine	aine	rw-r--r--
/home/aine/wrksp/.idea/misc.xml	false	true	false	false	2020-09-13T13:20:01.717899Z	2020-09-15T20:48:08.315811Z	2020-09-13T13:20:01.717899Z	511	aine	aine	rw-r--r--
/home/aine/wrksp/pom.xml	false	true	false	false	2020-09-15T21:59:26.907564Z	2020-09-15T21:59:28.599592Z	2020-09-15T21:59:26.907564Z	3836	aine	aine	rw-r--r--
